trialNum,bgColor,capacity,capWording,response,responseNum,hoverTime,rt,character,charWording,subid,sessionDuration,testingSite,experimenter,trialComments,sessionComments,run,age,gender,bilingual,languages,ethnicity
25,#cae5a1,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,yes,1,0,8423,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
26,#d0e0c8,intentions,make plans,no,0,0,7729,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
27,#dedfa2,pride,feel proud,no,0,0,8548,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
28,#84eced,free_will,decide what to do,kinda,0.5,0,7739,robot,a robot,CF11,11.22243333,Tech,CF,"""like making a choice""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
29,#d2dcee,personality,have a personality -- like when someone is shy and somebody else is silly,yes,1,0,15862,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
30,#f0d9a2,seeing,see things,yes,1,0,6093,robot,a robot,CF11,11.22243333,Tech,CF,"""can have sensor and move if it sees something""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
31,#aceab4,depressed,feel sad,kinda,0.5,0,36176,robot,a robot,CF11,11.22243333,Tech,CF,"""if you want it to""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
32,#c2e9f5,sounds,hear sounds,no,0,0,8791,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
33,#c3e5b5,temperature,sense temperatures,yes,1,0,9636,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
34,#94ebda,tired,feel tired,yes,1,0,10012,robot,a robot,CF11,11.22243333,Tech,CF,"""if you have batteries for it""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
35,#cde8e2,recognizing,recognize somebody else,no,0,0,16641,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
36,#fdcc93,communicating,communicate with somebody else,kinda,0.5,0,19942,robot,a robot,CF11,11.22243333,Tech,CF,"""with other robots""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
37,#e3d3af,desires,have desires -- like when you really want something,no,0,0,7153,robot,a robot,CF11,11.22243333,Tech,CF,,NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
38,#bfd6fa,angry,get angry,yes,1,0,7407,robot,a robot,CF11,11.22243333,Tech,CF,"""if you want it to, I've  seen one get angry""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
39,#a7dcf9,love,feel love,no,0,0,60687,robot,a robot,CF11,11.22243333,Tech,CF,"""could hug you but not like Wall-E""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
40,#f3c5fa,emo_recog,understand how somebody else is feeling,kinda,0.5,0,14383,robot,a robot,CF11,11.22243333,Tech,CF,"""with another robot""",NA,run_01,8.788888889,f,no,english,"white, caucasian, or european american"
1,#c3e5b5,pride,feel proud,no,0,0,6831,beetle,a beetle,CF12,4.614066667,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
2,#b5eaa1,intentions,make plans,kinda,0.5,0,4528,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
3,#f2e1bc,love,feel love,no,0,0,5785,beetle,a beetle,CF12,4.614083333,Tech,CF,"""not really""",NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
4,#f0d9a2,thoughts,have thoughts,yes,1,0,9389,beetle,a beetle,CF12,4.614083333,Tech,CF,"""I guess so""",NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
5,#aceab4,depth,sense whether something is close by or far away,yes,1,0,6832,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
6,#f3c5fa,nauseated,feel sick -- like when you feel like you might throw up,yes,1,0,7977,beetle,a beetle,CF12,4.614083333,Tech,CF,"""I guess""",NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
7,#cde8e2,recognizing,recognize somebody else,yes,1,0,13063,beetle,a beetle,CF12,4.614083333,Tech,CF,"""probably""",NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
8,#94ebda,reasoning,figure out how to do things,yes,1,0,6942,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
9,#79e3f9,disrespected,get hurt feelings,kinda,0.5,0,10877,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
10,#8cf2c3,depressed,feel sad,kinda,0.5,0,5764,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
11,#3eeaef,morality,know what's nice and what's mean,no,0,0,6334,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
12,#64f8f4,joy,feel joy,kinda,0.5,0,4268,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
13,#f0d27e,tired,feel tired,yes,1,0,4788,beetle,a beetle,CF12,4.614083333,Tech,CF,"""definitely""",NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
14,#a7dcf9,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,yes,1,0,8299,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
15,#fddbd0,desires,have desires -- like when you really want something,yes,1,0,6755,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
16,#f2cdb9,beliefs,have beliefs -- like when you think something is true,no,0,0,7580,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
17,#5ef2da,conscious,be aware of things,yes,1,0,5528,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
18,#e3d3af,sounds,hear sounds,kinda,0.5,0,6923,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
19,#d0e0c8,hungry,get hungry,yes,1,0,4458,beetle,a beetle,CF12,4.614083333,Tech,CF,smiled,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
20,#dee7bc,computations,do math,no,0,0,5046,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
21,#bfd6fa,free_will,decide what to do,yes,1,0,6296,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
22,#b4dbe7,communicating,communicate with somebody else,yes,1,0,6616,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
23,#84eced,guilt,feel guilty,no,0,0,4853,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
24,#e3df8e,fear,feel scared,yes,1,0,5302,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
25,#bae6c8,goal,have goals -- like when you're working hard to do something or make something happen,yes,1,0,7057,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
26,#d1e48e,personality,have a personality -- like when someone is shy and somebody else is silly,yes,1,0,7010,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
27,#f3d0d9,embarrassed,feel embarrassed,no,0,0,6143,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
28,#cae5a1,temperature,sense temperatures,yes,1,0,5110,beetle,a beetle,CF12,4.614083333,Tech,CF,"""probably""",NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
29,#a9e7e4,seeing,see things,no,0,0,4540,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
30,#9be4c0,remembering,remember things,yes,1,0,7006,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
31,#a9f2ce,pain,feel pain,yes,1,0,3960,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
32,#dedfa2,odors,smell things,yes,1,0,4515,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
33,#ead1ec,emo_recog,understand how somebody else is feeling,kinda,0.5,0,6267,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
34,#fde096,calm,feel calm,kinda,0.5,0,7510,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
35,#e3dbc8,choices,make choices,yes,1,0,4743,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
36,#bce98d,angry,get angry,kinda,0.5,0,4473,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
37,#d5d0fa,pleasure,feel pleasure -- like when something feels really good,yes,1,0,6433,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
38,#fdcc93,happy,feel happy,kinda,0.5,0,5170,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
39,#97eca5,safe,feel safe,yes,1,0,5424,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
40,#d2dcee,self_aware,be aware of itself,yes,1,0,4761,beetle,a beetle,CF12,4.614083333,Tech,CF,,NA,run_01,8.727777778,m,no,english,"white, caucasian, or european american"
1,#d1e48e,embarrassed,feel embarrassed,no,0,0,6501,beetle,a beetle,CF13,5.033383333,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
2,#d2dcee,computations,do math,no,0,0,5764,beetle,a beetle,CF13,5.033383333,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
3,#c3e5b5,reasoning,figure out how to do things,kinda,0.5,0,6760,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
4,#e3df8e,pride,feel proud,yes,1,0,6554,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
5,#d0e0c8,love,feel love,no,0,0,5824,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
6,#bae6c8,guilt,feel guilty,kinda,0.5,0,6094,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
7,#b4dbe7,pleasure,feel pleasure -- like when something feels really good,yes,1,0,8226,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
8,#8cf2c3,beliefs,have beliefs -- like when you think something is true,no,0,0,7336,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
9,#f3c5fa,odors,smell things,yes,1,0,6763,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
10,#a7dcf9,morality,know what's nice and what's mean,kinda,0.5,0,7120,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
11,#64f8f4,remembering,remember things,no,0,0,6699,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
12,#9be4c0,free_will,decide what to do,no,0,0,9612,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
13,#fddbd0,intentions,make plans,no,0,0,6112,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
14,#cae5a1,safe,feel safe,kinda,0.5,0,6688,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
15,#3eeaef,calm,feel calm,no,0,0,6291,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
16,#fde096,nauseated,feel sick -- like when you feel like you might throw up,no,0,0,8058,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
17,#e3dbc8,personality,have a personality -- like when someone is shy and somebody else is silly,no,0,0,8968,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
18,#b5eaa1,pain,feel pain,kinda,0.5,0,6143,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
19,#dee7bc,thoughts,have thoughts,yes,1,0,7129,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
20,#cde8e2,depth,sense whether something is close by or far away,yes,1,0,7208,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
21,#f0d27e,tired,feel tired,kinda,0.5,0,5853,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
22,#94ebda,joy,feel joy,no,0,0,6905,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
23,#f0d9a2,conscious,be aware of things,kinda,0.5,0,6051,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
24,#bce98d,hungry,get hungry,no,0,0,9154,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
25,#e3d3af,disrespected,get hurt feelings,no,0,0,5990,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
26,#f2cdb9,depressed,feel sad,yes,1,0,6060,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
27,#a9e7e4,goal,have goals -- like when you're working hard to do something or make something happen,yes,1,0,8977,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
28,#dedfa2,self_aware,be aware of itself,kinda,0.5,0,6339,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
29,#5ef2da,temperature,sense temperatures,no,0,0,6228,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
30,#97eca5,sounds,hear sounds,kinda,0.5,0,5790,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
31,#79e3f9,emo_recog,understand how somebody else is feeling,no,0,0,7452,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
32,#c2e9f5,choices,make choices,yes,1,0,6286,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
33,#bfd6fa,happy,feel happy,no,0,0,5749,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
34,#fdcc93,communicating,communicate with somebody else,kinda,0.5,0,7343,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
35,#ead1ec,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,kinda,0.5,0,9056,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
36,#a9f2ce,desires,have desires -- like when you really want something,no,0,0,7416,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
37,#d5d0fa,fear,feel scared,kinda,0.5,0,6275,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
38,#84eced,angry,get angry,yes,1,0,6235,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
39,#aceab4,seeing,see things,kinda,0.5,0,5942,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
40,#f3d0d9,recognizing,recognize somebody else,no,0,0,6219,beetle,a beetle,CF13,5.0334,Tech,CF,NA,NA,run_01,8.088888889,f,yes,"english, korean",east asian
1,#c3e5b5,love,feel love,no,0,0,7184,robot,a robot,CF14,5.227933333,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
2,#a9f2ce,self_aware,be aware of itself,no,0,0,8123,robot,a robot,CF14,5.227933333,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
3,#79e3f9,guilt,feel guilty,no,0,0,5926,robot,a robot,CF14,5.227933333,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
4,#f0d27e,sounds,hear sounds,no,0,0,5518,robot,a robot,CF14,5.227933333,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
5,#f3c5fa,recognizing,recognize somebody else,yes,1,0,8260,robot,a robot,CF14,5.227933333,Tech,CF,"""I saw a robot that could see people""",NA,run_01,7.513888889,m,yes,"korean, english",east asian
6,#e3dbc8,nauseated,feel sick -- like when you feel like you might throw up,no,0,0,17945,robot,a robot,CF14,5.227933333,Tech,CF,laughed,NA,run_01,7.513888889,m,yes,"korean, english",east asian
7,#bae6c8,disrespected,get hurt feelings,no,0,0,6353,robot,a robot,CF14,5.227933333,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
8,#aceab4,temperature,sense temperatures,yes,1,0,6458,robot,a robot,CF14,5.227933333,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
9,#9be4c0,embarrassed,feel embarrassed,no,0,0,5775,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
10,#d2dcee,depressed,feel sad,no,0,0,6220,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
11,#fde096,remembering,remember things,yes,1,0,5775,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
12,#64f8f4,pride,feel proud,kinda,0.5,0,7583,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
13,#b5eaa1,safe,feel safe,yes,1,0,7556,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
14,#fddbd0,angry,get angry,no,0,0,6730,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
15,#dedfa2,odors,smell things,kinda,0.5,0,6277,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
16,#ead1ec,desires,have desires -- like when you really want something,no,0,0,8000,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
17,#d1e48e,computations,do math,yes,1,0,5405,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
18,#cde8e2,morality,know what's nice and what's mean,yes,1,0,6873,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
19,#94ebda,intentions,make plans,kinda,0.5,0,6428,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
20,#b4dbe7,emo_recog,understand how somebody else is feeling,kinda,0.5,0,7509,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
21,#f2e1bc,fear,feel scared,no,0,0,6739,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
22,#97eca5,free_will,decide what to do,kinda,0.5,0,5766,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
23,#84eced,joy,feel joy,kinda,0.5,0,5797,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
24,#d5d0fa,conscious,be aware of things,no,0,0,6816,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
25,#d0e0c8,seeing,see things,yes,1,0,5717,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
26,#f0d9a2,beliefs,have beliefs -- like when you think something is true,no,0,0,8498,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
27,#e3df8e,self_restraint,have self-control -- like when you stop yourself from doing something you shouldn't do,no,0,0,9159,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
28,#a7dcf9,pain,feel pain,no,0,0,5893,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
29,#cae5a1,happy,feel happy,no,0,0,5551,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
30,#fdcc93,depth,sense whether something is close by or far away,yes,1,0,8404,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
31,#d0d9ae,tired,feel tired,no,0,0,5472,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
32,#8cf2c3,choices,make choices,no,0,0,5678,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
33,#a9e7e4,calm,feel calm,no,0,0,5287,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
34,#f3d0d9,hungry,get hungry,no,0,0,5110,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
35,#dee7bc,personality,have a personality -- like when someone is shy and somebody else is silly,no,0,0,12336,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
36,#c2e9f5,reasoning,figure out how to do things,kinda,0.5,0,7334,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
37,#bce98d,communicating,communicate with somebody else,yes,1,0,8171,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
38,#f2cdb9,pleasure,feel pleasure -- like when something feels really good,yes,1,0,7645,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
39,#5ef2da,thoughts,have thoughts,no,0,0,6459,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
40,#bfd6fa,goal,have goals -- like when you're working hard to do something or make something happen,no,0,0,8791,robot,a robot,CF14,5.22795,Tech,CF,,NA,run_01,7.513888889,m,yes,"korean, english",east asian
1,#3eeaef,reasoning,figure out how to do things,yes,1,0,6671,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
2,#cde8e2,goal,have goals -- like when you're working hard to do something or make something happen,kinda,0.5,0,9761,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
3,#e3dbc8,pride,feel proud,yes,1,0,7545,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
4,#cae5a1,personality,have a personality -- like when someone is shy and somebody else is silly,no,0,0,8054,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
5,#e3d3af,morality,know what's nice and what's mean,kinda,0.5,0,7376,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
6,#84eced,depressed,feel sad,kinda,0.5,0,7532,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
7,#bae6c8,recognizing,recognize somebody else,no,0,0,5904,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
8,#5ef2da,emo_recog,understand how somebody else is feeling,no,0,0,6628,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
9,#d5d0fa,tired,feel tired,yes,1,0,5305,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
10,#f0d27e,thoughts,have thoughts,yes,1,0,6168,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
11,#c2e9f5,seeing,see things,yes,1,0,5720,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
12,#dedfa2,desires,have desires -- like when you really want something,no,0,0,7499,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
13,#f0d9a2,choices,make choices,yes,1,0,6259,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
14,#a7dcf9,beliefs,have beliefs -- like when you think something is true,yes,1,0,8048,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
15,#79e3f9,calm,feel calm,kinda,0.5,0,6193,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
16,#bce98d,depth,sense whether something is close by or far away,yes,1,0,8242,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
17,#f2e1bc,conscious,be aware of things,kinda,0.5,0,7393,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
18,#d0d9ae,guilt,feel guilty,yes,1,0,5999,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
19,#e3df8e,odors,smell things,no,0,0,6499,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
20,#aceab4,safe,feel safe,kinda,0.5,0,6004,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
21,#a9f2ce,computations,do math,yes,1,0,5288,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
22,#dee7bc,joy,feel joy,kinda,0.5,0,5414,robot,a robot,CF15,5.015266667,Tech,CF,,NA,run_01,9.45,m,yes,"english, chinese",east asian
